line	section	text
2345	References	6343–6356 (2005).
2346	References	30.	Kamai, T. et al. Overexpression of RhoA, Rac1, and Cdc42 GTPases is
2347	References	associated with progression in testicular cancer. Clin. Cancer Res. 10,
2348	References	4799–4805 (2004).
2349	References	31.	Sahai, E. & Marshall, C. J. RHO-GTPases and cancer. Nat. Rev. Cancer 2,
2350	References	133–142 (2002).
2351	References	32.	Hamel, B. et al. SmgGDS is a guanine nucleotide exchange factor
2352	References	that specifically activates RhoA and RhoC. J. Biol. Chem. 286,
2353	References	12141–12148 (2011).
2354	References	33.	Shimizu, H. et al. Structure-based analysis of the guanine nucleotide
2355	References	exchange factor SmgGDS reveals armadillo-repeat motifs and key regions for
2356	References	activity and GTPase binding. J. Biol. Chem. 292, 13441–13448 (2017).
2357	References	34.	Jennings, B. C., Lawton, A. J., Rizk, Z. & Fierke, C. A. SmgGDS-607
2359	References	57, 4289–4298 (2018).
2360	References	35.	Eathiraj, S., Pan, X., Ritacco, C. & Lambright, D. G. Structural basis of
2361	References	family-wide Rab GTPase recognition by rabenosyn-5. Nature 436,
2362	References	415–419 (2005).
2363	References	36.	Sugahara, K. N. et al. Tissue-penetrating delivery of compounds and
2364	References	nanoparticles into tumors. Cancer Cell 16, 510–520 (2009).
2365	References	37.	Sugahara, K. N. et al. Coadministration of a tumor-penetrating peptide
2366	References	enhances the efficacy of cancer drugs. Science 328, 1031–1035 (2010).
2367	References	38.	Garcia-Torres, D. & Fierke, C. A. The chaperone SmgGDS-607 has a dual
2368	References	role, both activating and inhibiting farnesylation of small GTPases.
2369	References	J. Biol. Chem. 294, 11793–11804 (2019).
2371	References	880
2374	References	39.	Shimizu, H., Toma-Fukai, S., Kontani, K., Katada, T. & Shimizu, T. GEF
2375	References	mechanism revealed by the structure of SmgGDS-558 and farnesylated RhoA
2377	References	USA 115, 9563–9568 (2018).
2378	References	40.	Berg, T. J. et al. Splice variants of SmgGDS control small GTPase
2379	References	prenylation and membrane localization. J. Biol. Chem. 285, 35255–35266
2380	References	(2010).
2381	References	41.	Latysheva, N. S. et al. Molecular principles of gene fusion mediated rewiring
2382	References	of protein interaction networks in cancer. Mol. Cell 63, 579–592 (2016).
2385	References	© The Author(s), under exclusive licence to Springer Nature Limited 2020,
2386	References	corrected publication 2024
2388	References	881
2392	Methods	Human samples. The study is compliant with all relevant ethical regulations
2393	Methods	regarding research involving human participants, and informed consent was
2396	Methods	of Sun Yat-sen University. Tumour specimens collected from primary tumours of
2398	Methods	Oncology, First Affiliated Hospital, Sun Yat-sen University, between 2014 and 2017,
2399	Methods	were reviewed by a pathologist and immediately frozen and stored at −80 °C until
2400	Methods	use (Supplementary Table 2). Tissue RNA extraction was performed using TRIzol
2401	Methods	according to the manufacturer’s instructions.
2402	Methods	RNA-seq and whole-genome sequencing. RNA-seq and whole-genome
2403	Methods	sequencing (WGS) were performed by Novogene using an Illumina X TEN.
2404	Methods	The 6 GB and 90 GB clean data per sample were collected for RNA-seq and
2406	Methods	Analysis of RNA-seq data and WGS. Hg38 assembly was used for the read
2407	Methods	alignment, and gene annotation was obtained using Ensembl gene annotation
2408	Methods	v.90. To search for fusion transcripts, we used the TopHat-2.1.042 Linux_x86_64
2409	Methods	version of the software. The following command was used to search for fusion
2410	Methods	transcripts: tophat-o OUTPUTDIRECTORY -p8 –fusion-search –keep-fasta-order
2411	Methods	–no-coverage-search -r0 –mate -std-dev 80 –max-intron-length 100000 –
2412	Methods	fusion-min-dist 100000 –fusion-anchor-length13 –fusion-ignore-chromosomes
2413	Methods	chM BOWTIE2_INDEX sample_1.fastq.gz sample_2.fastq. gz. SQUID43 was used
2415	Methods	aligned to the reference genome using STAR44. The chimeric transcripts were
2416	Methods	sorted and converted to BAM format using sambamba45. Structural variations were
2417	Methods	detected by SQUID using default parameters.
2418	Methods	For WGS, reads were mapped to hg38 using Burrows-Wheeler Aligner
2419	Methods	(BWA) and sorted using PICARD (https://github.com/broadinstitute/picard). The
2420	Methods	structural variations were identified using the DELLY germline-calling method.
2421	Methods	Structural variations involving chromosome 20 were visualized using Circos.
2422	Methods	To analyse RAB22A fusions from the CCLE dataset, raw RNA-seq data were
2424	Methods	and SQUID. To identify RAB22A fusions in The Cancer Genome Atlas dataset,
2425	Methods	we searched the cBio portal (http://www.cbioportal.org) for all mutations related
2426	Methods	to RAB22A, and identified four tumour samples with RAB22A fusions. We then
2427	Methods	checked the break points of the four fusions to keep those that break immediately
2428	Methods	after exon 2 and downloaded the corresponding raw RNA-seq data for analysis
2430	Methods	Cell culture. Human cell lines U2OS, MG63, 143B, HOS, MNNG-HOS, SaOS2,
2431	Methods	BT-474, HCC2935 and HEK293T were cultured according to instructions from
2432	Methods	the American Type Culture Collection. ZOS, ZOS-M and U2OS/MTX300 cells
2433	Methods	were cultured as described previously23,25. The 143B-Luc and U2OS/MTX300-Luc
2434	Methods	cells were cultured as described previously46, and their derived stable cell lines were
2435	Methods	generated by infecting the cells with lentiviruses carrying the relevant shRNAs or
2436	Methods	cDNAs and carrying out selection with puromycin. All cell lines used in this study
2437	Methods	were authenticated using short-tandem-repeat profiling less than six months before
2438	Methods	the project was initiated, and were not cultured for more than one month.
2439	Methods	Validation of fusion transcripts encoding Rab22a1–38. RAB22A-NeoF1–6,
2440	Methods	RAB22A-MYO9B and RAB22A-TEF fusion transcripts were identified by
2441	Methods	direct sequencing of polymerase chain reaction (PCR) products spanning the
2442	Methods	breakpoint of the fusion genes. Among a cohort of 97 osteosarcoma specimens, the
2443	Methods	RAB22A-NeoF1–6 transcripts were screened by RT–PCR and Sanger sequencing.
2444	Methods	The primers used for RT–PCR are listed in Supplementary Table 6.
2445	Methods	Transfection experiments. RAB22A-NeoF1 siRNAs were synthesized by
2446	Methods	GenePharma. Transfections were performed according to the manufacturer’s
2447	Methods	instructions using Lipofectamine RNAiMAX transfection reagent (Invitrogen)
2448	Methods	and 50 nmol l−1 siRNA. Transient transfection of 293T cells was performed with
2449	Methods	polyethyleneimine (25 kDa), and cells were collected after 48 h for subsequent assay
2450	Methods	and lentiviral packaging. The siRNAs used are listed in Supplementary Table 7.
2451	Methods	RT–qPCR. Total RNA was prepared using TRIzol reagent, and cDNA was
2452	Methods	synthesized according to the manufacturer’s instructions (Thermo). Quantitative
2453	Methods	PCR with reverse transcription (RT–qPCR) was performed using a Light Cycler
2454	Methods	480 instrument (Roche Diagnostics) with SYBR Green PCR Master Mix (Kapa).
2455	Methods	All reactions were carried out in a 10 μl reaction volume in triplicate. The primers
2458	Methods	Specificity was verified by melting curve analysis. The primers used for RT–qPCR
2459	Methods	are listed in Supplementary Table 6.
2460	Methods	Plasmids, cloning, and lentivirus production. cDNAs for SmgGDS-607,
2461	Methods	SmgGDS-558, RhoA, RhoB, RhoC, Rac1 and Cdc42 were amplified by PCR and
2462	Methods	cloned into the pCDNA3.1 vector with a HA or Myc tag. RAB22A-NeoF1–6
2464	Methods	Cloning Kit (Clontech) was used to insert mutations to generate SmgGDS-
2465	Methods	607(E254K/D256K), Rab22a-NeoF1(DD) and Rab22a-NeoF1(EE), and the
2467	Methods	psPAX2 and Pmd2.G into HEK293T cells as previously described46.
2468	Methods	To generate RhoA- and SmgGDS-knockout human osteosarcoma cells with
2469	Methods	LentiCRISPR, guide RNA (gRNA) sequences were designed to target the coding
2470	Methods	sequence of RhoA and SmgGDS (http://crispr.mit.edu/). The used shRNAs and
2471	Methods	sgRNAs used are listed in Supplementary Table 8.
2472	Methods	Cell viability assay. Cells were seeded in 96-well plates at a density of 2,000 cells
2473	Methods	per well. Cell viability was measured using MTT assays at 24 h.
2475	Methods	delivery reagent PEG-g-PEI was performed as described previously28. siRNA and
2476	Methods	PEG-g-PEI (N/P = 10; N/P: the ratio of the number of nitrogen atoms in delivery
2477	Methods	agents to that of the phosphorus atoms in siRNA) were mixed by gentle pipetting
2478	Methods	and kept at room temperature for 30 min to allow polyplex formation. The mixture
2480	Methods	ZOS-M Luc and U2OS/MTX300-Luc cells were orthotopically implanted into
2481	Methods	nude mice after one week. The solution of siRNA (10 μM) and PEG-g-PEI polyplex
2482	Methods	was prepared at N/P = 10, mixed by gentle pipetting, and kept at room temperature
2483	Methods	for 30 min to allow polyplex formation. The mixture was then injected into the tail
2484	Methods	vein every other day (siRNA dose: 425 μg kg−1 body weight) for 4 weeks. Mice were
2485	Methods	monitored for lung metastases by quantitative bioluminescence imaging at the
2487	Methods	Generation of antibody RAD5-8 and hRAD5-8-v1-R5 antibodies against
2488	Methods	Rab22a-NeoF1. The monoclonal antibody RAD5-8 was generated using mouse
2490	Methods	15-mer synthesized peptide, RAD5 (SunLight Peptides) derived from the reverse
2491	Methods	intron sequences of DOK5 in Rab22a-NeoF1 (68QQKSTTPASNHGKSR82)
2492	Methods	was used as the immunogen. For immunization of mice, the keyhole limpet
2493	Methods	haemocyanin-conjugated RAD5 peptide was emulsified in complete Freud’s
2494	Methods	adjuvant (Sigma–Aldrich) and injected into BALB/c mice (6–8 weeks old,
2495	Methods	50 μg per dose). Immunizations were repeated with the same antigen using
2496	Methods	incomplete Freud’s adjuvant (Sigma–Aldrich) at two-week intervals for two more
2497	Methods	immunizations. Mouse sera were assayed for binding to the biotinylated synthetic
2498	Methods	RAD5 peptide (biotin–RAD5) by enzyme-linked immunosorbent assay (ELISA).
2499	Methods	Mice with a sufficient antibody titre were given a final booster immunization and
2500	Methods	were euthanized 3 d later. Spleen cells from these mice were fused with myeloma
2501	Methods	Sp2/0 cells to generate hybridoma clones. ELISA was used to screen for biotin–
2502	Methods	RAD5-specific monoclonal antibodies. After screening about 6,000 clones, 32
2503	Methods	clones that were specific for biotin–RAD5 peptide were selected. Among these,
2504	Methods	two monoclonal antibodies, RAD5-8 and RAD5-16, were specifically positive for
2505	Methods	Rab22a-NeoF1 (recombinant protein with a human Fc tag at the C-terminus).
2506	Methods	RAD5-8 had a higher binding affinity and was further validated for binding to the
2508	Methods	For humanization RAD5-8, the variable (V) gene sequences of RAD5-8 were
2509	Methods	cloned from the hybridoma cells. The cloned V genes, including heavy-chain and
2511	Methods	vectors containing human constant regions of heavy- and light-chain, respectively,
2512	Methods	and co-transfected into 293F suspension cells to produce chimeric RAD5
2513	Methods	monoclonal antibodies. The chimeric RAD5 antibody was confirmed to bind to
2514	Methods	Rab22a-NeoF1 fusion protein with comparable binding activity to the parental
2515	Methods	mouse RAD5-8. Next, for humanization of the V genes of RAD5-8, combinatory
2516	Methods	approaches including complementarity-determining region grafting, framework
2517	Methods	shuffling and structure modelling were applied to design the first version of the
2518	Methods	humanized VH and VL genes. The designed humanized antibody, termed as
2519	Methods	hRAD5-8-v1, was confirmed to bind to Rab22a-NeoF1, and then underwent an
2520	Methods	affinity-maturation process to further improve its binding affinity using a phage
2521	Methods	display antibody library carrying mutations at the selected sites of the V genes.
2522	Methods	By library selection and ELISA screening, a final affinity-matured humanized
2523	Methods	monoclonal antibody, hRAD5-8-v1-R5, was identified. hRAD5-8-v1-R5 was
2524	Methods	expressed and purified by transient transfection of 293F cells, and used for
2525	Methods	western blotting.
2526	Methods	Generation of anti-Rab22a-N antibody against the N terminus of
2527	Methods	Rab22a. Anti-Rab22a-N, an antibody against Rab22a1–38, was generated
2528	Methods	by immunizing rabbits with the synthetic peptide 1MALRLKVDl
2529	Methods	LGDTGVGKSSIVWRFVEDSFDPNINPT38I.
2530	Methods	Boyden-chamber assays. Cell migration and invasion were examined using
2531	Methods	24-well Boyden chambers with 8 μm inserts, coated with (invasion) or without
2532	Methods	(migration) Matrigel, as previously described46. A total of 5 × 104 (osteosarcoma
2533	Methods	cell lines) and 3 × 105 (BT-474 or HCC2935 cells) per well were plated on the
2534	Methods	inserts and cultured at 37 °C in the top chambers without serum for 10 h and
2535	Methods	24 h, respectively. Cells that traversed the inserts were stained with crystal violet
2536	Methods	(0.005%, Sigma) and counted under phase-contrast microscopy.
2540	Methods	Adhesion assay. Cell adherence to fibronectin was evaluated using culture plates
2541	Methods	that were pretreated with 10% BSA to block nonspecifically binding proteins and
2542	Methods	with fibronectin. The cells (5 × 105 cells per ml) were then suspended in serum-free
2543	Methods	medium at 37 °C and allowed to adhere to the plate for 30 min. Non-adherent
2544	Methods	cells were removed by gently washing three times with PBS, and the adhered
2545	Methods	cells were stained with crystal violet (0.005%, Sigma) and counted under
2547	Methods	Tandem affinity purification. TAP was carried out as described previously47.
2548	Methods	In brief, HEK293T cells were transfected with plasmids encoding C-terminal
2549	Methods	SFB-tagged Rab22a-NeoF1 and stable cells were selected with puromycin
2550	Methods	(1.0 μg ml). The cells were lysed in NETN buffer (100 mM NaCl, 20 mM Tris-HCl
2551	Methods	(pH 8.0), 1 mM EDTA, 0.5 mM DTT, 0.5% Nonidet P-40) containing 50 mM
2552	Methods	β-glycerophosphate, 10 mM NaF and 1 mg ml−1 each of pepstatin A and aprotinin.
2553	Methods	The lysates were centrifuged at 12,000 rpm to remove debris and then incubated
2554	Methods	with streptavidin-conjugated beads (Amersham) for 4 h at 4 °C. The beads were
2556	Methods	containing 2 mg ml−1 biotin (Sigma). The eluates were incubated with S-protein
2557	Methods	beads (Novagen) for 4 h. After five washes, the bound proteins were analysed by
2558	Methods	SDS–PAGE, and mass spectrometry was performed by PTM BioLabs. The immune
2560	Methods	PAGE and western blotting.
2561	Methods	Immunoblot and immunoprecipitation. For western blot analysis, cells were
2562	Methods	lysed in RIPA buffer (50 mM Tris-HCl, 150 mM NaCl, 5 mM EDTA, 0.5% NP-
2563	Methods	40) containing protease inhibitor and phosphatase inhibitor cocktails (Thermo
2564	Methods	Scientific). Lysates were cleared by centrifugation at 12,000 rpm for 20 min at
2565	Methods	4 °C. The cleared lysates were incubated with antibody beads or agarose overnight
2566	Methods	at 4 °C, or antibodies overnight at 4 °C followed by incubation with protein
2567	Methods	A/G PLUS-Agarose (Santa Cruz) at 4 °C for 2 h. Precipitates were then washed
2568	Methods	five times with cold RIPA buffer and eluted with 5× SDS sample buffer. The
2569	Methods	immunoprecipitates were separated by SDS–PAGE and transferred to a PVDF
2570	Methods	membrane (Millipore). The membranes were blocked in TBS containing 5%
2571	Methods	non-fat milk and 0.1% Tween-20 and probed with primary antibodies overnight
2572	Methods	at 4 °C, washed 5 times with TBS containing 5% non-fat milk and 0.1% Tween-20,
2575	Methods	antibodies and their concentrations are listed in the Reporting Summary.
2576	Methods	Protein expression and purification. SmgGDS-607 was amplified and cloned into
2577	Methods	a modified pET28 vector, and the correct constructs (confirmed by sequencing)
2578	Methods	were expressed in Escherichia coli Rosetta DE3 at 18 °C in terrific-broth medium
2579	Methods	supplemented with 0.1 mg ml−1 kanamycin and 34 μg ml−1 chloromycetin overnight
2580	Methods	after induction with 0.1 mM isopropyl-β-d-1-thiogalactopyranoside when
2581	Methods	the optical density at 600 nm was 0.6–0.8. Cells were collected and lysed with
2582	Methods	buffer A (20 mM HEPES, 200 mM NaCl, 10 mM imidazole, 1 mM PMSF, 2 mM
2583	Methods	β-mercaptoethanol, pH 7.5) using a cell disruptor (JNBIO) and centrifuged at
2584	Methods	18,000 rpm for 1 h. The supernatant was filtered and applied to a Ni-NTA column
2585	Methods	(GE Healthcare) equilibrated with buffer A. After washing with buffer B (buffer
2586	Methods	A with 30 mM imidazole), SmgGDS was eluted with buffer C (buffer A with
2587	Methods	300 mM imidazole). The eluted protein was further loaded onto a Superdex200
2588	Methods	16/60 column (GE Healthcare) equilibrated with buffer D (20 mM HEPES, 150 mM
2589	Methods	NaCl, 1 mM DTT) after His-tag cleavage by PreScission protease. The fractions
2591	Methods	was collected, concentrated, aliquoted and stored at −80 °C until use.
2593	Methods	performed as a pull-down assay using glutathione S-transferase (GST)–Rhotekin–
2594	Methods	Rho binding domain (RBD) protein beads and a monoclonal RhoA, RhoB or RhoC
2595	Methods	antibody, according to the manufacturer’s protocol (Cytoskeleton, RT02)48. ZOS-M
2596	Methods	cells or 143B cells stably expressing Rab22a-NeoF1 were treated with WT–iRGD or
2597	Methods	DD–iRGD for 24 h, and then immunoprecipitated with GST–RBD protein beads
2598	Methods	for 1 h followed by analysis by western blot.
2599	Methods	For the RhoA–GTP assay in vitro, RhoA-knockout 143B cells were infected
2600	Methods	with Rab22a-NeoF1(WT)–SFB or Rab22a-NeoF1(DD)–SFB lentivirus and selected
2601	Methods	with puromycin (0.5 μg ml−1). The stable cell lysates were pulled down with
2602	Methods	streptavidin-coated beads (Sigma–Aldrich) overnight at 4 °C, then eluted with
2603	Methods	2 mg ml−1 biotin for 6 h at 4 °C, and Rab22a-NeoF1(WT) or Rab22a-NeoF1(DD)
2604	Methods	proteins were enriched in the eluates. 143B cell lysates (0.5 mg) were incubated
2605	Methods	with the eluates for 4 h at 4 °C, and then the peptide(WT) (10 μg) or peptide(DD)
2606	Methods	(10 μg) was added for 2 h at 4 °C, or 143B cell lysates (0.5 mg) were incubated with
2607	Methods	the synthetic Rab22a1–38(WT) (10 μg) or Rab22a1–38(DD) (10 μg) for 4 h at 4°C.
2608	Methods	Then the 143B cell lysates were immunoprecipitated with GST–RBD protein beads
2609	Methods	for 1 h followed by analysed by western blotting.
2611	Methods	sections and cultured cell lines fixed in 4% paraformaldehyde were used for
2615	Methods	the RAB22A-NeoF1 fusion gene, we used the following probes: RP11-10959 (Alexa
2616	Methods	Fluor 555-labelled; 5ʹ to RAB22A) and RP11-6L15 (Alexa Fluor 488-labelled; 3ʹ to
2617	Methods	DOK5). All samples were viewed on a confocal laser scanning microscope (Zeiss).
2619	Methods	N-terminal biotin tag (Chinese Peptide). The assays were performed using
2620	Methods	30 μl of streptavidin-coated beads (Sigma–Aldrich) incubated with either
2621	Methods	different doses (2.5, 5 or 10 μM) of biotin-labelled peptides plus 1 mg of cell
2622	Methods	lysates, or different doses (0.25, 0.5, 1 or 2 mg ml−1) of cell lysates plus 5 μg of the
2623	Methods	biotin-labelled peptides. After 4 h incubation, the biotin precipitates were analysed
2625	Methods	iRGD block assay. Stable cells were treated with 10 μM of cell-penetrating WT–
2626	Methods	iRGD and DD–iRGD for 24 h and then subjected to the migration, invasion and
2628	Methods	HEK293T cells were co-transfected with Rab22a-NeoF1–SFB and
2629	Methods	SmgGDS-607–HA, and then treated with 5 μg WT–iRGD and DD–iRGD for 24 h.
2630	Methods	Lysates were pulled down using anti-Flag beads and analysed by western blot.
2632	Methods	regarding animal research. Animal experiments were approved by the Animal
2633	Methods	Research Committee of Sun Yat-sen University Cancer Center and performed in
2634	Methods	accordance with established guidelines. Four- to six-week-old male BALB/c nude
2636	Methods	metastasis model46,49,50, stable ZOS-Luc cells (2 × 106), ZOS-M-Luc cells (2 × 106),
2637	Methods	U2OS/MTX300-Luc cells (2 × 106) or 143B-Luc cells (6 × 105) were used per mouse
2639	Methods	the tail-vein metastasis model, these cells were used at 5 × 106 per mouse (six mice
2640	Methods	per group). The mice were monitored for lung metastases using the IVIS Lumina
2641	Methods	Imaging System, and their body weights were monitored weekly. The animals were
2642	Methods	euthanized when their tumours reached 1.5 cm in diameter, and the lungs were
2644	Methods	For the iRGD block assay in vivo, 2 × 106 ZOS-M-Luc and 6 × 105 143B-Luc
2645	Methods	stable cells per mouse were injected into the distal femur and proximal tibia (6–8
2646	Methods	mice per group) for 10 d and 20 d, respectively, and then WT–iRGD or DD–iRGD
2647	Methods	(1 mg kg−1 or 10 mg kg−1) was injected into the tail vein every other day. The mice
2648	Methods	were monitored for lung metastases using the IVIS Lumina Imaging System, and
2649	Methods	their body weights were monitored weekly. After the treatments with iRGD peptides
2650	Methods	for four weeks, the mice were euthanized and the lungs were collected and weighed.
2651	Methods	For the tail-vein metastasis model using TB-474 cells, female 4- to 6-week-old
2653	Methods	BT-474 stable cells at 7 × 106 cells per mouse; the cells were injected into the tail
2654	Methods	vein of mice (six mice per group). After two months, the mice were euthanized,
2655	Methods	and the lungs were collected and weighed. The number of metastatic nodules was
2656	Methods	determined microscopically in the lungs.
2657	Methods	The number of metastatic nodules was determined microscopically in the
2658	Methods	lungs. Survival was calculated with a cut-off tumour volume of 1,500 mm3 using
2660	Methods	determined using the long-rank Mantel–Cox) test.
2664	Methods	mean ± s.d. or mean ± s.e.m. Error bars s.d. or s.e.m. SPSS software (v.16.0, SPSS)
2666	Methods	t-test. Mouse survival was determined using Kaplan–Meier plots and compared
2667	Methods	using the long-rank test.
2668	Methods	Reporting Summary. Further information on research design is available in the
2669	Methods	Nature Research Reporting Summary linked to this article.
2672	Data availability	in the Sequence Read Archive (SRA) under the accession code SRP181860. The
2673	Data availability	human RAB22a fusion data were obtained from the The Cancer Genome Atlas
2675	Data availability	cbioportal.org/). RNA22A point-mutation data were retrieved from Catalogue
2677	Data availability	cBio portal database. Source data for Figs. 1–8 and Extended Data Figs. 1–10 are
2678	Data availability	available online. All other data supporting the findings of this study are available
2679	Data availability	from the corresponding author on reasonable request.
2681	References	42.	Kim, D. & Salzberg, S. L. TopHat-Fusion: an algorithm for discovery of novel
2682	References	fusion transcripts. Genome Biol. 12, R72 (2011).
2683	References	43.	Ma, C., Shao, M. & Kingsford, C. SQUID: transcriptomic structural variation
2684	References	detection from RNA-seq. Genome Biol. 19, 52 (2018).
2688	References	44.	Dobin, A. et al. STAR: ultrafast universal RNA-seq aligner. Bioinformatics 29,
2689	References	15–21 (2013).
2690	References	45.	Tarasov, A., Vilella, A. J., Cuppen, E., Nijman, I. J. & Prins, P. Sambamba:
2691	References	fast processing of NGS alignment formats. Bioinformatics 31,
2692	References	2032–2034 (2015).
2693	References	46.	Liao, D. et al. Aspirin suppresses the growth and metastasis of osteosarcoma
2694	References	through the NF-κB pathway. Clin. Cancer Res. 21, 5349–5359 (2015).
2695	References	47.	Maddika, S. et al. WWP2 is an E3 ubiquitin ligase for PTEN. Nat. Cell Biol.
2696	References	13, 728–733 (2011).
2697	References	48.	Ren, X. D. & Schwartz, M. A. Determination of GTP loading on Rho.
2698	Methods Enzymol. 325, 264–272 (2000).	Methods Enzymol. 325, 264–272 (2000).
2699	Methods Enzymol. 325, 264–272 (2000).	49.	Wang, X. et al. Targeting the CK1α/CBX4 axis for metastasis in osteosarcoma.
2700	Methods Enzymol. 325, 264–272 (2000).	Nat. Commun. 11, 1141 (2020).
2701	Methods Enzymol. 325, 264–272 (2000).	50.	American Association for Cancer Research. Protective effect of aspirin
2702	Methods Enzymol. 325, 264–272 (2000).	associated with SNP. Cancer Discov. https://doi.org/10.1158/2159-8290.
2703	Methods Enzymol. 325, 264–272 (2000).	CD-NB2014-011 (2014).
2707	Acknowledgements	and Development Program of China 2016YFA0500304 to T.K. and 2016YFA0503100
2708	Acknowledgements	to Jian Chen, the National Nature Science Foundation in China (NSFC) 81502512 to
2709	Acknowledgements	D.L., 81902738 to L.Z. and 81530081 to T.K. and Science and Technology Program of
2710	Acknowledgements	Guangzhou, China (grant no. 201508020102 and 201607020038 to T.K.).
2713	Author contributions	Chen performed the FISH. X.H. and J.S. generated the monoclonal antibodies (RAD5-8
2714	Author contributions	and hRAD5-8-v1-R5). X.S. generated the nanoparticles. J.Y. and J.-N.S. collected clinical
2715	Author contributions	samples. H.Z. and S.G. analysed the structures and purified proteins. D.L., L.Z., J.Y.,
2716	Author contributions	X.W., R.Z., X.-Y.G., W.D., Y.-X.Z., Jian Chen and T.K. analysed the data. D.L., S.G.,
2719	Competing interests	Competing interests
2720	Competing interests	The authors declare no competing interests.
2722	Competing interests	Extended data is available for this paper at https://doi.org/10.1038/s41556-020-0522-z.
2723	Competing interests	Supplementary information is available for this paper at https://doi.org/10.1038/
2724	Competing interests	s41556-020-0522-z.
2730	Competing interests	Extended Data Fig. 1 | See next page for caption.
2734	Competing interests	Extended Data Fig. 1 | Identification of the chromosomal translocation-derived aberrant RAB22A as the driver for osteosarcoma lung metastasis.
2735	Competing interests	a, RT-PCR (left panels) for each RAB22A-NeoF1-6 was performed as indicated, followed by Sanger sequencing using the indicated cell lines. The reading
2736	Competing interests	frames at the breakpoints are shown by the Sanger sequencing chromatogram (right panels). Data are representatives of n =3 biologically independent
2737	Competing interests	experiments. b, c, The whole-genome sequencing of ZOS and ZOS-M revealed that a region of chromosome 20 was also associated with chromosome
2738	Competing interests	chromothripsis. d, g, Quantification analyses of cell viability by the MTT assay in the indicated stable cells at 24h. Mean ± s.d. of n = 3 biologically
2740	Competing interests	and invasion (f) assays using the indicated stable cell lines. Mean ± s.d. of n = 4 biologically independent experiments. p values are shown. Two-tailed
2741	Competing interests	Student t-test. Vector, vector-only control. h, Quantification analyses of wet lung weight from the nude mice in Fig. 1e. Mean ± s.d. of n = 6 biologically
2743	Competing interests	of mice surviving in the indicated group using a predefined cut off tumor volume of 1.5 cm3. n=6 biologically independent animals. p values are shown.
2744	Competing interests	The Log-rank test was performed. Vector, vector-only control. Statistical source data are provided in Source Data Extended Data Fig. 1.
2748	Competing interests	Extended Data Fig. 2 | See next page for caption.
2752	Competing interests	Extended Data Fig. 2 | RAB22A-NeoF1 is dominant in ZOS and ZOS-M cells. a, The protein levels of each RAB22A-NeoF1-6 in U2OS cells transiently
2753	Competing interests	transfected with the indicated plasmids with or without 200 nm Bafilomycin A1 and 10 μm MG132 for 6 h. Vector, vector-only control. b, The reads
2754	Competing interests	of RAB22A-NeoF1-6 in both ZOS and ZOS-M cell lines. c, The detection of endogenous RAB22A-NeoF2/3/4/5/6 proteins by Western blotting in
2755	Competing interests	the indicated stable cell lines, as described in methods (Note: The Western blotting using anti-RAB22A-N followed by IP with anti-RAB22A-N was
2756	Competing interests	performed with the cut membranes below the molecular weight of 15 KDa to avoid the effects of wild type RAB22A). Data in a,c are representatives
2757	Competing interests	of n =3 biologically independent experiments. sgNC, negative control sgRNA. d, The amino acid sequence of RAB22A-NeoF1 full-length protein.
2758	Competing interests	Residues corresponding to the inverse DOK5 sequences are shown in red. e, Quantification analysis of mRNA levels of RAB22A-NeoF1 in the indicated
2759	Competing interests	osteosarcoma cell lines by real-time PCR. Mean ± s.d. of n = 3 biologically independent experiments. p values are shown. Two-tailed Student t-test. f, FISH
2760	Competing interests	analyses in ZOS and ZOS-M cells, as described in the methods. Red: RAB22A, Green: DOK5, yellow: the fusion of RAB22A and DOK5 indicated by arrows.
2761	Competing interests	Data are representatives of n = 3 biologically independent experiments. Statistical source data are provided in Source Data Extended Data Fig. 2.
2765	Competing interests	Extended Data Fig. 3 | See next page for caption.
2769	Competing interests	Extended Data Fig. 3 | RAB22A-NeoF1 promotes osteosarcoma lung metastasis. a, Binding specificity of mAb RAD5-8 against RAB22A-NeoF1 fusion
2770	Competing interests	protein. 293T cells transfected with the indicated plasmids or vector were lysed and mixed with 2xSDS sample buffer (Left panel), and the purified
2771	Competing interests	RAB22A-NeoF1-hFc fusion protein (Right panel), were then analyzed by Western blotting by mAb RAD5-8. Data are representatives of n = 3 biologically
2772	Competing interests	independent experiments. b, The effects of shRNA against RAB22A-NeoF1 detected by qRT-PCR. shNC, negative control shRNA. c, d, Quantification
2773	Competing interests	analyses of migration and invasion assays using the indicated stable cell lines. NC, negative control shRNA. e, Detection of RAB22A-NeoF1 in the indicated
2774	Competing interests	stable cell lines by Western blotting. Data are representatives of n = 3 biologically independent experiments. Vector, vector-only control. f, Quantification
2775	Competing interests	analyses of migration and invasion assays using the indicated stable cell lines. Data in b-d, f are mean ± s.d. of n=3 biologically independent experiments,
2776	Competing interests	p values are shown. Two-tailed Student’s t-test. Vector, vector-only control. g–k, The orthotopic osteosarcoma metastasis model in vivo using the indicated
2777	Competing interests	stable cell lines (n=6 biologically independent animals). g, i, Quantification analyses of wet lung weights. Data are the mean ± s.d. p values are shown. A
2778	Competing interests	two-tailed Student’s t-test was performed. h–k, Kaplan-Meier survival data were plotted as the percent of mice surviving in the indicated groups using a
